"tip","mean","median","sd","CI_low","CI_high"
"164",0.453154010880032,0.438175876290412,0.916424955586056,-1.32784784004002,2.31396595320197
"133",0.454913923477686,0.445453133880968,0.90429972850077,-1.30055778539623,2.27084704819025
"540",0.467270065818054,0.445411159720198,0.637168065212766,-0.736176139374028,1.77273077050447
"188",0.480957594775306,0.469582461473824,0.933559424440295,-1.34468611072926,2.34826187624948
"296",0.488456074325683,0.491794408628938,0.797864068672105,-1.07324399932328,2.09184235425375
"155",0.500087679159702,0.489911986030836,0.910174015792709,-1.29872499413624,2.28389326809348
"148",0.50321175422412,0.486309103715458,0.683595728726758,-0.802136167883111,1.88883403563234
"236",0.50612203119939,0.488859338773448,0.683828130284613,-0.818222342482501,1.86908519674992
"541",0.508851240865777,0.491548404661511,0.984687961582694,-1.42099181626464,2.49023107247686
"272",0.526336394087898,0.501839305527493,0.717010754464885,-0.857444916473096,1.96791066822986
"177",0.527412931770638,0.509668968032078,0.944051444277954,-1.30355788019888,2.44461601968659
"469",0.540762716756422,0.524900152740767,0.929050045580185,-1.277098975217,2.41367578072244
"470",0.542416793305615,0.525917213636547,0.927129807559499,-1.28759844863079,2.38810442237266
"297",0.548290950190308,0.529572026210582,0.943483240006715,-1.35510740836977,2.37192001275705
"292",0.551054346114677,0.51583117937097,0.994900008894361,-1.33135430841185,2.56621633032381
"2",0.554668089602636,0.538502707130741,0.927341109875474,-1.2679373266772,2.3991215518169
"285",0.559733943967065,0.546226416731876,0.937155344591844,-1.28857935374882,2.4080067844871
"275",0.574600443115787,0.541943734037584,0.648070139846804,-0.64773824477268,1.8963394798327
"280",0.580962045490588,0.560573333487646,0.959262912099812,-1.33105545508038,2.45645803711723
"307",0.583825917354172,0.55338581283544,0.649209540466732,-0.656922853487464,1.89906360465986
"512",0.602350774104622,0.58889933086955,0.907427187032377,-1.19736557438459,2.37259228461945
"281",0.612382489570064,0.588153083207175,0.957187369387831,-1.28428688932722,2.49917031861517
"117",0.618593815708495,0.594665575346802,0.71106665832556,-0.75345769102374,2.04638788719937
"159",0.633998199250339,0.613183604542241,0.933559564469065,-1.15320178709954,2.55409842944141
"366",0.638619759565534,0.620349837300293,0.895303334528394,-1.09112299795538,2.42776075525297
"230",0.639180051446373,0.631462818996595,0.767493560237995,-0.8545074372295,2.18055263155731
